label,name,category,subcategory,organization,description,website,address,address_uf,address_uf_nb,source,comment,tags,submittedBy,submissionTimestamp,github_hash
cats,Cats,gaming,,cats,,https://t.me/catsgang_bot,0:6408ABCDEAB562B9488628DE82B3B7B2CE86BA59EA1E3D6CEFC13E310195106D,EQBkCKvN6rViuUiGKN6Cs7eyzoa6WeoePWzvwT4xAZUQbUux,UQBkCKvN6rViuUiGKN6Cs7eyzoa6WeoePWzvwT4xAZUQbRZ0,,,[],dddwhdd,2025-04-15T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
cats,Cats,gaming,,cats,,https://t.me/catsgang_bot,0:50596D493DF67107AFBC967192B4546723C7F01AF54135CA8ED9BD0428A81A1F,EQBQWW1JPfZxB6-8lnGStFRnI8fwGvVBNcqO2b0EKKgaH9Q8,UQBQWW1JPfZxB6-8lnGStFRnI8fwGvVBNcqO2b0EKKgaH4n5,,TG Stars withdrawal address,[],Lucky0041,2025-07-20T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
rainbet,Rainbet,gaming,gambling,rainbet,,https://rainbet.com,0:9518045C72F16F4DDFAE1FD5AE840625B024C9804459B791BCD06C97CD342D9A,EQCVGARccvFvTd-uH9WuhAYlsCTJgERZt5G80GyXzTQtmnH1,UQCVGARccvFvTd-uH9WuhAYlsCTJgERZt5G80GyXzTQtmiww,,,['has-custodial-wallets'],Lucky0041,2026-01-16T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
dropee,Dropee,gaming,,dropee,,https://t.me/DropeeBot,0:4AE644E9A8D8F27A1590D874DBD7C17C360B12EA9D7442B368E79E588156B315,EQBK5kTpqNjyehWQ2HTb18F8NgsS6p10QrNo555YgVazFcfx,UQBK5kTpqNjyehWQ2HTb18F8NgsS6p10QrNo555YgVazFZo0,,,[],ohld,2025-01-13T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
dropee,Dropee,gaming,,dropee,,https://t.me/DropeeBot,0:FF2984B712B46696D8E8B4E66A88087022B655C69526FAB20BD348380A701432,EQD_KYS3ErRmltjotOZqiAhwIrZVxpUm-rIL00g4CnAUMivB,UQD_KYS3ErRmltjotOZqiAhwIrZVxpUm-rIL00g4CnAUMnYE,,,[],ohld,2025-02-11T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
dropee,Dropee,gaming,,dropee,,https://t.me/DropeeBot,0:4BBD74F370051A6913545715722B1F6E2385E596E9C0ADD3878675E1BDCFFACD,EQBLvXTzcAUaaRNUVxVyKx9uI4XllunArdOHhnXhvc_6zbN-,UQBLvXTzcAUaaRNUVxVyKx9uI4XllunArdOHhnXhvc_6ze67,,Dropee cashout,[],ohld,2025-02-11T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
dropee,Dropee,gaming,,dropee,,https://t.me/DropeeBot,0:517D6E87574FFF6A342AE7C204DFA9A53303D7C35F88BCE5CC47050419966991,EQBRfW6HV0__ajQq58IE36mlMwPXw1-IvOXMRwUEGZZpkYfo,UQBRfW6HV0__ajQq58IE36mlMwPXw1-IvOXMRwUEGZZpkdot,,Telegram Stars cashout address.,[],ef-code,2025-10-20T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
dropee,Dropee,gaming,,dropee,,https://t.me/DropeeBot,0:29DE49ED475B507EE027B349D5DA07FBC3F7A111B1FB35BEDD3851A5C48289E7,EQAp3kntR1tQfuAns0nV2gf7w_ehEbH7Nb7dOFGlxIKJ55tg,UQAp3kntR1tQfuAns0nV2gf7w_ehEbH7Nb7dOFGlxIKJ58al,,,[],Lucky0041,2026-03-29T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
advbank_ton,Advbank ton,gaming,gambling,advbank_ton,,https://t.me/AdvBankTON_bot,0:619E209075F3777CC0EDD1526C2B2B3C2D381E792CCA056BB8A56BC4CF6BF484,EQBhniCQdfN3fMDt0VJsKys8LTgeeSzKBWu4pWvEz2v0hHev,UQBhniCQdfN3fMDt0VJsKys8LTgeeSzKBWu4pWvEz2v0hCpq,,,[],Lucky0041,2026-03-03T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
drft_party,Drft party,gaming,,drft_party,,https://t.me/drft_party_bot,0:0FA039B98A0B9C191A4C2372FCC0F98EEA0346BA1BAC40E33B2FFF4D1A0428F7,EQAPoDm5igucGRpMI3L8wPmO6gNGuhusQOM7L_9NGgQo903s,UQAPoDm5igucGRpMI3L8wPmO6gNGuhusQOM7L_9NGgQo9xAp,,,[],ohld,2025-01-15T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
drft_party,Drft party,gaming,,drft_party,,https://t.me/drft_party_bot,0:EA39A571148566983E75388B8FE7E7D648AF4E760D53C59DC63983E4F1754717,EQDqOaVxFIVmmD51OIuP5-fWSK9Odg1TxZ3GOYPk8XVHF7Kj,UQDqOaVxFIVmmD51OIuP5-fWSK9Odg1TxZ3GOYPk8XVHF-9m,,,[],shuva10v,2025-05-09T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
drft_party,Drft party,gaming,,drft_party,,https://t.me/drft_party_bot,0:6DD30B717896EF4A7FB47CBABE61040F9C142A3DD9827663E930E4F5397D9819,EQBt0wtxeJbvSn-0fLq-YQQPnBQqPdmCdmPpMOT1OX2YGWYQ,UQBt0wtxeJbvSn-0fLq-YQQPnBQqPdmCdmPpMOT1OX2YGTvV,,DRFT Party Season 2,['nft'],shuva10v,2025-05-21T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
drft_party,Drft party,gaming,,drft_party,,https://t.me/drft_party_bot,0:0FCD1A6BD81D1561CB12651CEF098315E5C1AA8F813F51E9FD70A2909CA2D1B8,EQAPzRpr2B0VYcsSZRzvCYMV5cGqj4E_Uen9cKKQnKLRuLNp,UQAPzRpr2B0VYcsSZRzvCYMV5cGqj4E_Uen9cKKQnKLRuO6s,,NFT items editor smart contract,[],shuva10v,2025-05-27T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
drft_party,Drft party,gaming,,drft_party,,https://t.me/drft_party_bot,0:12E0E976FCFF01718643A4525560510F3F54115629E1EC64FEB7B0377136D43B,EQAS4Ol2_P8BcYZDpFJVYFEPP1QRVinh7GT-t7A3cTbUO1Nh,UQAS4Ol2_P8BcYZDpFJVYFEPP1QRVinh7GT-t7A3cTbUOw6k,,Telegram Stars cash out address,[],JackReachy,2025-09-08T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
duck_master,Duck master,gaming,,duck_master,,https://duck-master.com,0:58CC9832D81DC21AC0CABAC1C1B683C0A2087743EFBEDFECEB29D98E5AD5B7BD,EQBYzJgy2B3CGsDKusHBtoPAogh3Q---3-zrKdmOWtW3vX0g,UQBYzJgy2B3CGsDKusHBtoPAogh3Q---3-zrKdmOWtW3vSDl,,,[],ohld,2025-04-17T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
battlebulls,bettlebulls,gaming,,battlebulls,,https://battlebulls.com,0:F33B8634407D533FEC7AF550512FDF003D796C7CD1923329F739184DD7C341CC,EQDzO4Y0QH1TP-x69VBRL98APXlsfNGSMyn3ORhN18NBzBX5,UQDzO4Y0QH1TP-x69VBRL98APXlsfNGSMyn3ORhN18NBzEg8,,,[],dyshko12345,2025-04-23T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:DEB4CCCF64644AB0285ACF7F4D0A0F5E3ADE6031D8E2F54E7634083B1F80BD0A,EQDetMzPZGRKsChaz39NCg9eOt5gMdji9U52NAg7H4C9ClSx,UQDetMzPZGRKsChaz39NCg9eOt5gMdji9U52NAg7H4C9Cgl0,,,[],shuva10v,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:BBED575B965A3432BE495AB70A2B4ED456B890A2CFE00DD2A722865BCEEA97DE,EQC77Vdbllo0Mr5JWrcKK07UVriQos_gDdKnIoZbzuqX3owQ,UQC77Vdbllo0Mr5JWrcKK07UVriQos_gDdKnIoZbzuqX3tHV,,,[],shuva10v,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:9C7C48FE64F0339EA4A97AB80F87100A397E715A2E0976B431BA0C1A263A5777,EQCcfEj-ZPAznqSpergPhxAKOX5xWi4JdrQxugwaJjpXdw95,UQCcfEj-ZPAznqSpergPhxAKOX5xWi4JdrQxugwaJjpXd1K8,,,[],shuva10v,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:96303616AA8F53610CC3637C7A1AD123AC46ABDB6A1BEBD7BF5C53F2E14BC7D5,EQCWMDYWqo9TYQzDY3x6GtEjrEar22ob69e_XFPy4UvH1fhy,UQCWMDYWqo9TYQzDY3x6GtEjrEar22ob69e_XFPy4UvH1aW3,,,[],shuva10v,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:D9BF63FDB9A8F62F3D51938AE75E11ED32606BF6849DA70379AB960684D62A41,EQDZv2P9uaj2Lz1Rk4rnXhHtMmBr9oSdpwN5q5YGhNYqQUNX,UQDZv2P9uaj2Lz1Rk4rnXhHtMmBr9oSdpwN5q5YGhNYqQR6S,,,[],shuva10v,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:D9B69B3E1B9B9F98A2AB70CA6B68F62FD99E8B887A7950EDDD3C5FE3951E757E,EQDZtps-G5ufmKKrcMpraPYv2Z6LiHp5UO3dPF_jlR51fp6k,UQDZtps-G5ufmKKrcMpraPYv2Z6LiHp5UO3dPF_jlR51fsNh,,,[],shuva10v,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:F86C58D6CB179C5721147559A6C2EAB549E55DA1A7FF1EC80477BC568828EDF9,EQD4bFjWyxecVyEUdVmmwuq1SeVdoaf_HsgEd7xWiCjt-Q9z,UQD4bFjWyxecVyEUdVmmwuq1SeVdoaf_HsgEd7xWiCjt-VK2,,,[],shuva10v,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:F45668ADFEA2083AEDD71992967D61993192C78B9965A4687EF7E325A1D68EA5,EQD0Vmit_qIIOu3XGZKWfWGZMZLHi5llpGh-9-MlodaOpYlV,UQD0Vmit_qIIOu3XGZKWfWGZMZLHi5llpGh-9-MlodaOpdSQ,,,[],shuva10v,2025-04-17T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:6BD9C3985EA1DF4DC6A1BD0291AB9C9FCE4E8D82D47DDB54C1FF89929AE379EB,EQBr2cOYXqHfTcahvQKRq5yfzk6NgtR921TB_4mSmuN56-xT,UQBr2cOYXqHfTcahvQKRq5yfzk6NgtR921TB_4mSmuN567GW,,,[],shuva10v,2025-04-17T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:2019F08A41C40E5B0D63ED7E441F941E62165434769AE8C544CEB956C7F8DEFC,EQAgGfCKQcQOWw1j7X5EH5QeYhZUNHaa6MVEzrlWx_je_Ejr,UQAgGfCKQcQOWw1j7X5EH5QeYhZUNHaa6MVEzrlWx_je_BUu,,,[],shuva10v,2025-04-21T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:70EC23A17B43C786C36679ED26351307E1D3F686675B6AB246B1FCC8FEC9D16E,EQBw7COhe0PHhsNmee0mNRMH4dP2hmdbarJGsfzI_snRbmdx,UQBw7COhe0PHhsNmee0mNRMH4dP2hmdbarJGsfzI_snRbjq0,,,[],shuva10v,2025-04-21T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:8BBFA258E65ABA44ED345D5C86A5C8C573F76D676F367E5E2DBA5C4752FBC95D,EQCLv6JY5lq6RO00XVyGpcjFc_dtZ282fl4tulxHUvvJXVGA,UQCLv6JY5lq6RO00XVyGpcjFc_dtZ282fl4tulxHUvvJXQxF,,,[],shuva10v,2025-04-21T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
webtransfer,Webtransfer,gaming,,webtransfer,,https://t.me/Webtransfer_apps_bot,0:A9DFDC79D61E4F182598177CA17391BAB7BF5DDBBF5E4BCF104192E4AB287141,EQCp39x51h5PGCWYF3yhc5G6t79d279eS88QQZLkqyhxQfeL,UQCp39x51h5PGCWYF3yhc5G6t79d279eS88QQZLkqyhxQapO,,,[],shuva10v,2025-04-21T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
regalisland,Regalisland,gaming,,regalisland,,https://t.me/RichIsland_bot,0:3A395AC39F2CEA5FB01F31A429AEC662A953DAB74A1676DCEFC359AFC807C50D,EQA6OVrDnyzqX7AfMaQprsZiqVPat0oWdtzvw1mvyAfFDRW8,UQA6OVrDnyzqX7AfMaQprsZiqVPat0oWdtzvw1mvyAfFDUh5,,Withdrawal distributor address,[],Caranell,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
labrador_adventures,Labrador Adventures,gaming,,labrador_adventures,,https://t.me/LabradorAdventuresBot,0:C1BB83306E282756648077D228E68F7D0DBF5DE5DF6317D9CD163F19B2293B5C,EQDBu4MwbignVmSAd9Io5o99Db9d5d9jF9nNFj8Zsik7XPXA,UQDBu4MwbignVmSAd9Io5o99Db9d5d9jF9nNFj8Zsik7XKgF,,$LABR buyback address,[],ohld,2025-06-26T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
labrador_adventures,Labrador Adventures,gaming,,labrador_adventures,,https://t.me/LabradorAdventuresBot,0:B309EC47533AEBCC5AABF905BDF597D85287C17E5567E4FDD6452EAB514BD04A,EQCzCexHUzrrzFqr-QW99ZfYUofBflVn5P3WRS6rUUvQSq8U,UQCzCexHUzrrzFqr-QW99ZfYUofBflVn5P3WRS6rUUvQSvLR,,Telegram Stars cash out address,[],ohld,2025-06-26T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
labrador_adventures,Labrador Adventures,gaming,,labrador_adventures,,https://t.me/LabradorAdventuresBot,0:DD3905F41FC053AA497BEC8D540D48182AE09FC05BD9512A12F5B1D4FCA72014,EQDdOQX0H8BTqkl77I1UDUgYKuCfwFvZUSoS9bHU_KcgFPPb,UQDdOQX0H8BTqkl77I1UDUgYKuCfwFvZUSoS9bHU_KcgFK4e,,$LABR token broadcaster,[],ohld,2025-06-26T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
labrador_adventures,Labrador Adventures,gaming,,labrador_adventures,,https://t.me/LabradorAdventuresBot,0:EC8F1991B7AB8BD307393F31100F2F90E7014EA95E593FCEA5DC2CB598B8E2AB,EQDsjxmRt6uL0wc5PzEQDy-Q5wFOqV5ZP86l3Cy1mLjiqyJE,UQDsjxmRt6uL0wc5PzEQDy-Q5wFOqV5ZP86l3Cy1mLjiq3-B,,$LABR jetton_master,[],ohld,2025-06-26T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
labrador_adventures,Labrador Adventures,gaming,,labrador_adventures,,https://t.me/LabradorAdventuresBot,0:729A4849A8698D7EDA66F3C58E34C640EBAF6A04D2F7E4FDB1B2355915F91C16,EQBymkhJqGmNftpm88WONMZA669qBNL35P2xsjVZFfkcFm96,UQBymkhJqGmNftpm88WONMZA669qBNL35P2xsjVZFfkcFjK_,,,[],ohld,2025-08-01T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
stage,Stage,gaming,gambling,stage,,https://t.me/stage_one_bot,0:4B7DF3F37E33BF8334BBCA4F9191D0957D323550D1494C00C3B19C244B9B8F2C,EQBLffPzfjO_gzS7yk-RkdCVfTI1UNFJTADDsZwkS5uPLHqI,UQBLffPzfjO_gzS7yk-RkdCVfTI1UNFJTADDsZwkS5uPLCdN,,,[],Lucky0041,2025-08-18T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
fanton,Fanton,gaming,,fanton,Fantasy football,https://t.me/FanTonGameBot,0:6906C4A1385D44BEE5F79CE2B036ECEBE585A5263769087FF69FCC9B8B3178EF,EQBpBsShOF1EvuX3nOKwNuzr5YWlJjdpCH_2n8ybizF479Tg,UQBpBsShOF1EvuX3nOKwNuzr5YWlJjdpCH_2n8ybizF474kl,,,['nft'],ohld,2025-03-10T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
fanton,Fanton,gaming,,fanton,Fantasy football,https://t.me/FanTonGameBot,0:7B18B185DD79E0DA430A2C89E3ABB556933F2A89EF2942D65DD59F046AAC8221,EQB7GLGF3Xng2kMKLInjq7VWkz8qie8pQtZd1Z8EaqyCIYTw,UQB7GLGF3Xng2kMKLInjq7VWkz8qie8pQtZd1Z8EaqyCIdk1,,,[],Lucky0041,2025-11-04T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonfarm,Tonfarm,gaming,,tonfarm,,https://t.me/TonFarmOfficial_bot,0:6C3E1B585582DCC7DA99D83AE81BF6422E0701FC5DE48B7173244895CE5D5FCA,EQBsPhtYVYLcx9qZ2DroG_ZCLgcB_F3ki3FzJEiVzl1fyj2a,UQBsPhtYVYLcx9qZ2DroG_ZCLgcB_F3ki3FzJEiVzl1fymBf,,,[],Lucky0041,2025-08-27T00:00:26Z,1200941b128914d843fc08fee5a832a5176dda9f
tonfarm,Tonfarm,gaming,,tonfarm,,https://t.me/TonFarmOfficial_bot,0:10F7D56940F0C5F732EFC5ED0F306310ACABA82A701FC69C9A47000AB83EEE8C,EQAQ99VpQPDF9zLvxe0PMGMQrKuoKnAfxpyaRwAKuD7ujL6u,UQAQ99VpQPDF9zLvxe0PMGMQrKuoKnAfxpyaRwAKuD7ujONr,,,[],Lucky0041,2025-09-01T00:00:26Z,1200941b128914d843fc08fee5a832a5176dda9f
tonfarm,Tonfarm,gaming,,tonfarm,,https://t.me/TonFarmOfficial_bot,0:37DA9DB4E18E0D8E8AC2AD39B77BE58605BD4A846D09AF3EE781602AB5E1CE7A,EQA32p204Y4NjorCrTm3e-WGBb1KhG0Jrz7ngWAqteHOeoBi,UQA32p204Y4NjorCrTm3e-WGBb1KhG0Jrz7ngWAqteHOet2n,,,[],Lucky0041,2025-10-30T00:00:26Z,1200941b128914d843fc08fee5a832a5176dda9f
tonfarm,Tonfarm,gaming,,tonfarm,,https://t.me/TonFarmOfficial_bot,0:1EE5F7AB65FBBC626799D5648C183B51DF303C0298FD7AF59CFFC18AFD69B948,EQAe5ferZfu8YmeZ1WSMGDtR3zA8Apj9evWc_8GK_Wm5SPge,UQAe5ferZfu8YmeZ1WSMGDtR3zA8Apj9evWc_8GK_Wm5SKXb,,,[],Lucky0041,2025-11-10T00:00:26Z,1200941b128914d843fc08fee5a832a5176dda9f
tonfarm,Tonfarm,gaming,,tonfarm,,https://t.me/TonFarmOfficial_bot,0:132F20E6059C7F53FF7F5337142EE09FAFC1B3A71742FDFD9E66485370C1DAD1,EQATLyDmBZx_U_9_UzcULuCfr8GzpxdC_f2eZkhTcMHa0RPP,UQATLyDmBZx_U_9_UzcULuCfr8GzpxdC_f2eZkhTcMHa0U4K,,,[],Lucky0041,2025-11-28T00:00:26Z,1200941b128914d843fc08fee5a832a5176dda9f
tonfarm,Tonfarm,gaming,,tonfarm,,https://t.me/TonFarmOfficial_bot,0:CA2D8C145E2B49DAB72F77F84E86D5621FD838B48B887108D66708A4E26A0F3E,EQDKLYwUXitJ2rcvd_hOhtViH9g4tIuIcQjWZwik4moPPh-m,UQDKLYwUXitJ2rcvd_hOhtViH9g4tIuIcQjWZwik4moPPkJj,,,[],Lucky0041,2025-12-10T00:00:26Z,1200941b128914d843fc08fee5a832a5176dda9f
tonfarm,Tonfarm,gaming,,tonfarm,,https://t.me/TonFarmOfficial_bot,0:5DFD8057FE290DFCE321EDE1BF8A9752A1EC96A02A1DF049A3F5E0CC17E743FF,EQBd_YBX_ikN_OMh7eG_ipdSoeyWoCod8Emj9eDMF-dD_xZo,UQBd_YBX_ikN_OMh7eG_ipdSoeyWoCod8Emj9eDMF-dD_0ut,,,[],Lucky0041,2026-01-11T00:00:26Z,1200941b128914d843fc08fee5a832a5176dda9f
giftdrop,Gift Drop,gaming,gambling,giftdrop,onchain_marketplace,https://t.me/giftdropbot,0:DBC87CF9407DC36CE9FCD76A3A5B6B3A2AC96A05ABCBC19AA461BB5E31F59086,EQDbyHz5QH3DbOn812o6W2s6KslqBavLwZqkYbteMfWQhktD,UQDbyHz5QH3DbOn812o6W2s6KslqBavLwZqkYbteMfWQhhaG,,,['telegram-gifts'],Lucky0041,2025-08-20T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
giftdrop,Gift Drop,gaming,gambling,giftdrop,onchain_marketplace,https://t.me/giftdropbot,0:3DC0F47B08BAABF9D3E0DF64834706044D6B00AA3922637DD7045FA0205BF4FE,EQA9wPR7CLqr-dPg32SDRwYETWsAqjkiY33XBF-gIFv0_k8A,UQA9wPR7CLqr-dPg32SDRwYETWsAqjkiY33XBF-gIFv0_hLF,,TG Stars withdrawal address,['telegram-gifts'],Lucky0041,2025-09-05T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
xstar_fleet,Xstar fleet,gaming,,xstar_fleet,,https://t.me/XStarFleet_bot,0:6D55DE795064F6A696306BDFE4B390C72640236A8868217F75BB67D9C493A910,EQBtVd55UGT2ppYwa9_ks5DHJkAjaohoIX91u2fZxJOpEJRN,UQBtVd55UGT2ppYwa9_ks5DHJkAjaohoIX91u2fZxJOpEMmI,,,[],ohld,2025-02-10T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
xstar_fleet,Xstar fleet,gaming,,xstar_fleet,,https://t.me/XStarFleet_bot,0:6D8D164C165DAABC4B6F648F53E11F60E4FEC718B429F8F60F18F6410EC0B990,EQBtjRZMFl2qvEtvZI9T4R9g5P7HGLQp-PYPGPZBDsC5kCqT,UQBtjRZMFl2qvEtvZI9T4R9g5P7HGLQp-PYPGPZBDsC5kHdW,,,[],ohld,2025-02-10T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
xstar_fleet,Xstar fleet,gaming,,xstar_fleet,,https://t.me/XStarFleet_bot,0:2091A09EFED87064D14FC77A982BC51A43291263D89C4CFC3EE6F92D998F42EC,EQAgkaCe_thwZNFPx3qYK8UaQykSY9icTPw-5vktmY9C7Bs1,UQAgkaCe_thwZNFPx3qYK8UaQykSY9icTPw-5vktmY9C7Ebw,,.xton(XNAME on TON),['nft'],ohld,2025-04-02T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
claps,Claps,gaming,gambling,claps,,https://claps.com,0:AAF1439AFE49A68412D00810BF36C65B41C3DA6A1AA695BC261BEA5184FEAD0F,EQCq8UOa_kmmhBLQCBC_NsZbQcPaahqmlbwmG-pRhP6tDykG,UQCq8UOa_kmmhBLQCBC_NsZbQcPaahqmlbwmG-pRhP6tD3TD,,,['has-custodial-wallets'],Lucky0041,2025-11-28T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
oreton,OreTon,gaming,,oreton,,https://t.me/OreTON_bot,0:DC12140A564F751E6C6CB9D0D0B23D27C6E5542DD83B6C0A21B5E843806AA668,EQDcEhQKVk91HmxsudDQsj0nxuVULdg7bAohtehDgGqmaOLX,UQDcEhQKVk91HmxsudDQsj0nxuVULdg7bAohtehDgGqmaL8S,,,[],JackeyMonuy,2025-06-27T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
happy_farmer,Happy farmer,gaming,,happy_farmer,,https://t.me/CropAndRob_bot,0:70EA5501AB29C586B249759FB61BF45F82F9D08154FBDB1A668F6FBBFA275A17,EQBw6lUBqynFhrJJdZ-2G_RfgvnQgVT72xpmj2-7-idaF9NI,UQBw6lUBqynFhrJJdZ-2G_RfgvnQgVT72xpmj2-7-idaF46N,,,[],Lucky0041,2025-08-27T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
skinout,Skinout,gaming,gambling,skinout,,https://skinout.gg,0:40EC5F402261F186068C180D5DC3EC34C0685A5CB7A96FD1D7F38253910A6286,EQBA7F9AImHxhgaMGA1dw-w0wGhaXLepb9HX84JTkQpihi61,UQBA7F9AImHxhgaMGA1dw-w0wGhaXLepb9HX84JTkQpihnNw,,,['has-custodial-wallets'],Lucky0041,2025-08-25T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
gomining,gomining,gaming,,gomining,,https://app.gomining.com,0:FAF266E8F613149E2A98E9DD093A74FF80C1E88C6A39DC5FE39FEB2470696D9D,EQD68mbo9hMUniqY6d0JOnT_gMHojGo53F_jn-skcGltnXUN,UQD68mbo9hMUniqY6d0JOnT_gMHojGo53F_jn-skcGltnSjI,,,['has-custodial-wallets'],Lucky0041,2026-01-10T17:00:02Z,1200941b128914d843fc08fee5a832a5176dda9f
gomining,gomining,gaming,,gomining,,https://app.gomining.com,0:747E2D5CC333FF7D72008CFDD565FF355562517EA0673886A7965A9C882E2C66,EQB0fi1cwzP_fXIAjP3VZf81VWJRfqBnOIanllqciC4sZgeR,UQB0fi1cwzP_fXIAjP3VZf81VWJRfqBnOIanllqciC4sZlpU,,NFT Royalty,[],Lucky0041,2026-01-10T17:00:02Z,1200941b128914d843fc08fee5a832a5176dda9f
gomining,gomining,gaming,,gomining,,https://app.gomining.com,0:C2BF906941519DEB39C05CF3108A36CAA1C90A21C4960AC2FC05BD45C6C581B1,EQDCv5BpQVGd6znAXPMQijbKockKIcSWCsL8Bb1FxsWBsfq7,UQDCv5BpQVGd6znAXPMQijbKockKIcSWCsL8Bb1FxsWBsad-,,,['has-custodial-wallets'],Lucky0041,2026-02-03T17:00:02Z,1200941b128914d843fc08fee5a832a5176dda9f
gomining,gomining,gaming,,gomining,,https://app.gomining.com,0:A63EDD03553E0444E09BB39EBEE710202EB605344171EE8C6232B32FB8EA0D55,EQCmPt0DVT4EROCbs56-5xAgLrYFNEFx7oxiMrMvuOoNVRK3,UQCmPt0DVT4EROCbs56-5xAgLrYFNEFx7oxiMrMvuOoNVU9y,,,[],Lucky0041,2026-02-03T17:00:02Z,1200941b128914d843fc08fee5a832a5176dda9f
telemon,Telemon,gaming,,telemon,,https://t.me/telemonapp_bot,0:543213ECF73751802A696E38CF94DF4310D2AB6D47B89927BA0563E61EAC38F3,EQBUMhPs9zdRgCppbjjPlN9DENKrbUe4mSe6BWPmHqw48xlM,UQBUMhPs9zdRgCppbjjPlN9DENKrbUe4mSe6BWPmHqw480SJ,Comments in message,,[],shuva10v,2025-01-13T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
